test_f1,test_acc,test_auc,val_auc,k,dataset,layer,sae_id,reg_type,binarize
0.5756718528995757,0.6266666666666667,0.7307555555555556,1.0,16,67_social-security,24,layer_24/width_16k/p_anneal,l1,False
0.625,0.6666666666666666,0.8809333333333333,1.0,128,67_social-security,24,layer_24/width_16k/p_anneal,l1,False
0.3486793863495852,0.49666666666666665,0.5468000000000001,0.6519999999999999,16,87_glue_cola,24,layer_24/width_16k/gated,l1,False
0.3486793863495852,0.49666666666666665,0.5468000000000001,0.65,128,87_glue_cola,24,layer_24/width_16k/gated,l1,False
0.8119206484259549,0.8133333333333334,0.8658,0.9468000000000001,16,73_control-group,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False
0.6303780000985658,0.6666666666666666,0.6937777777777778,0.9816,128,73_control-group,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False
0.6727759302642279,0.6755852842809364,0.7823650708266092,0.9752000000000001,16,5_hist_fig_ismale,24,layer_24/width_16k/standard_new,l1,False
0.8026093668156358,0.802675585284281,0.895956607495069,0.996,128,5_hist_fig_ismale,24,layer_24/width_16k/standard_new,l1,False
0.486643850837815,0.4866666666666667,0.48511111111111105,0.62,16,87_glue_cola,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False
0.46127946127946123,0.4666666666666667,0.4760888888888888,0.6411999999999999,128,87_glue_cola,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False
0.6234463446344635,0.6233333333333333,0.6793981481481481,0.6804040404040403,16,7_hist_fig_ispolitician,24,layer_24/width_16k/standard_new,l1,False
0.5764549788312164,0.5766666666666667,0.6343482905982907,0.698989898989899,128,7_hist_fig_ispolitician,24,layer_24/width_16k/standard_new,l1,False
0.5787377450980392,0.6333333333333333,0.8610222222222222,0.9832,16,73_control-group,24,layer_24/width_16k/gated,l1,False
0.5183057100014598,0.5966666666666667,0.8090666666666668,0.9856,128,73_control-group,24,layer_24/width_16k/gated,l1,False
0.5005473453749315,0.5133333333333333,0.4432666666666667,0.7220000000000001,16,90_glue_qnli,24,layer_24/width_16k/batch_topk_32,l1,False
0.4463252527768657,0.45666666666666667,0.4369777777777778,0.818,128,90_glue_qnli,24,layer_24/width_16k/batch_topk_32,l1,False
0.6066666666666667,0.6066666666666667,0.6659099002849003,0.6416161616161616,16,7_hist_fig_ispolitician,24,layer_24/width_16k/gated,l1,False
0.626,0.6266666666666667,0.6329683048433048,0.6816161616161616,128,7_hist_fig_ispolitician,24,layer_24/width_16k/gated,l1,False
0.44609788359788355,0.5533333333333333,0.6511111111111112,0.9520000000000001,16,66_living-room,24,layer_24/width_16k/standard,l1,False
0.37962606426218287,0.5166666666666667,0.6789333333333334,0.9816,128,66_living-room,24,layer_24/width_16k/standard,l1,False
0.767182913250329,0.77,0.8717777777777778,0.9675999999999999,16,6_hist_fig_isamerican,24,layer_24/width_16k/topk_32,l1,False
0.8251434720229556,0.8266666666666667,0.9163111111111111,0.9836,128,6_hist_fig_isamerican,24,layer_24/width_16k/topk_32,l1,False
0.4623655913978495,0.49333333333333335,0.5492,0.8184,16,90_glue_qnli,24,layer_24/width_16k/standard_new,l1,False
0.5074672494027332,0.5166666666666667,0.5287777777777778,0.8408,128,90_glue_qnli,24,layer_24/width_16k/standard_new,l1,False
0.3338153274116918,0.4266666666666667,0.36297777777777773,0.7512,16,90_glue_qnli,24,layer_24/width_16k/jumprelu_32,l1,False
0.4708994708994709,0.49,0.45486666666666664,0.8235999999999999,128,90_glue_qnli,24,layer_24/width_16k/jumprelu_32,l1,False
0.372464236076989,0.5033333333333333,0.5544444444444444,0.6336,16,87_glue_cola,24,layer_24/width_16k/jumprelu_32,l1,False
0.3573482157957044,0.49333333333333335,0.5267777777777778,0.5992000000000001,128,87_glue_cola,24,layer_24/width_16k/jumprelu_32,l1,False
0.675074974731598,0.6755852842809364,0.7331002331002332,0.944,16,5_hist_fig_ismale,24,layer_24/width_16k/gated,l1,False
0.806715051365539,0.8093645484949833,0.897166935628474,0.9896,128,5_hist_fig_ismale,24,layer_24/width_16k/gated,l1,False
0.44609788359788355,0.5533333333333333,0.6503111111111111,0.9520000000000001,16,66_living-room,24,layer_24/width_16k/p_anneal,l1,False
0.38636363636363635,0.52,0.6890222222222222,0.9815999999999999,128,66_living-room,24,layer_24/width_16k/p_anneal,l1,False
0.5786516853932585,0.5933333333333334,0.6795555555555556,0.8268,16,6_hist_fig_isamerican,24,layer_24/width_16k/gated,l1,False
0.7964835018183031,0.7966666666666666,0.8487555555555556,0.9412,128,6_hist_fig_isamerican,24,layer_24/width_16k/gated,l1,False
0.42184882417402475,0.49,0.5301777777777777,0.7316,16,90_glue_qnli,24,layer_24/width_16k/gated,l1,False
0.490836190497887,0.5033333333333333,0.5118444444444444,0.778,128,90_glue_qnli,24,layer_24/width_16k/gated,l1,False
0.8466053087901828,0.8466666666666667,0.9065777777777778,0.9468000000000001,16,6_hist_fig_isamerican,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False
0.8428286386284848,0.8433333333333334,0.9021333333333332,0.976,128,6_hist_fig_isamerican,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False
0.6688772214897358,0.6889632107023411,0.7398691052537206,0.8792,16,5_hist_fig_ismale,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False
0.5120216755657259,0.5250836120401338,0.5826161018468711,0.9364000000000001,128,5_hist_fig_ismale,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False
0.5503268632464637,0.6033333333333334,0.5905777777777778,0.9535999999999999,16,66_living-room,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False
0.524700015583606,0.5933333333333334,0.7041777777777778,0.9716,128,66_living-room,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False
0.5866666666666667,0.5866666666666667,0.6413817663817664,0.7377777777777778,16,7_hist_fig_ispolitician,24,layer_24/width_16k/standard,l1,False
0.5433891487683197,0.5433333333333333,0.5799056267806267,0.6937373737373737,128,7_hist_fig_ispolitician,24,layer_24/width_16k/standard,l1,False
0.6889467592592592,0.7133333333333334,0.838,0.9548,16,73_control-group,24,layer_24/width_16k/batch_topk_32,l1,False
